value
AOP Pigment
AOP Reactive
Dye ground+Pigment
Pigment (1-3 colours)
Reactive ( 1-3 colours)
Reactive+Pigment
White ground+Pigment
White ground+Reactive
White ground+Digital
White ground+Roltary
Emboss/Deboss
